Facility ID,Hospital Name,Detailed Region,Region,Procedure,Year of Hospital Discharge,Number of Cases,Number of Deaths,Observed Mortality Rate,Expected Mortality Rate,Risk-Adjusted Mortality Rate,Lower Limit of Confidence Interval,Upper Limit of Confidence Interval,Comparison Results
1630,Long Island Jewish MC,Queens,NY Metro - NYC,All PCI,2011,1848,10,0.54,0.78,0.68,0.32,1.24,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,All PCI,2011,323,5,1.55,1.49,1.00,0.32,2.34,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,All PCI,2011,1076,13,1.21,1.51,0.77,0.41,1.32,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,All PCI,2011,693,8,1.15,0.94,1.19,0.51,2.34,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,All PCI,2011,330,3,0.91,0.91,0.97,0.19,2.83,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,All PCI,2011,643,5,0.78,0.85,0.88,0.28,2.06,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,All PCI,2011,628,2,0.32,0.83,0.37,0.04,1.34,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,All PCI,2011,533,10,1.88,1.32,1.38,0.66,2.53,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,All PCI,2011,4676,27,0.58,0.71,0.79,0.52,1.14,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,1592,10,0.63,1.17,0.52,0.25,0.95,Rate significantly lower than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,All PCI,2011,676,5,0.74,0.86,0.83,0.27,1.94,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,All PCI,2011,1480,11,0.74,0.66,1.08,0.54,1.94,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,All PCI,2011,3010,19,0.63,0.99,0.62,0.37,0.96,Rate significantly lower than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,All PCI,2011,1359,21,1.55,1.26,1.18,0.73,1.81,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,All PCI,2011,50237,487,0.97,0.97,0.97,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,All PCI,2011,1116,8,0.72,0.62,1.11,0.48,2.19,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,539,2,0.37,0.84,0.43,0.05,1.54,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2011,1608,15,0.93,0.91,1.00,0.56,1.64,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,565,7,1.24,1.20,1.00,0.40,2.06,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,559,4,0.72,0.65,1.07,0.29,2.75,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,All PCI,2011,986,11,1.12,1.06,1.02,0.51,1.82,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,All PCI,2011,51,1,1.96,0.73,2.62,0.03,14.57,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,253,2,0.79,0.88,0.87,0.10,3.14,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,All PCI,2011,886,8,0.90,0.89,0.99,0.42,1.94,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,2641,27,1.02,1.02,0.97,0.64,1.41,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,All PCI,2011,2195,20,0.91,0.94,0.94,0.57,1.45,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,All PCI,2011,514,10,1.95,1.39,1.35,0.65,2.49,Rate not different than Statewide Rate
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,325,5,1.54,1.04,1.44,0.46,3.35,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,All PCI,2011,782,9,1.15,1.14,0.98,0.45,1.87,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,All PCI,2011,893,8,0.90,1.12,0.78,0.33,1.53,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,All PCI,2011,745,8,1.07,1.17,0.89,0.38,1.75,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,All PCI,2011,238,4,1.68,1.41,1.16,0.31,2.96,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,All PCI,2011,195,2,1.03,1.69,0.59,0.07,2.12,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,All PCI,2011,433,6,1.39,0.95,1.42,0.52,3.08,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,1479,23,1.56,1.23,1.22,0.77,1.84,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,All PCI,2011,273,5,1.83,1.68,1.06,0.34,2.47,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,663,7,1.06,1.08,0.95,0.38,1.96,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,727,10,1.38,1.21,1.10,0.53,2.02,Rate not different than Statewide Rate
1045,White Plains Hospital,NY Metro - New Rochelle,NY Metro - New Rochelle,All PCI,2011,241,4,1.66,1.06,1.52,0.41,3.90,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,All PCI,2011,905,5,0.55,0.95,0.56,0.18,1.31,Rate not different than Statewide Rate
1,Albany Medical Center,Capital District,Capital District,CABG,2011,241,0,0.00,1.47,0.00,0.00,1.28,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,CABG,2011,81,0,0.00,0.99,0.00,0.00,5.68,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,CABG,2011,93,1,1.08,1.12,1.19,0.02,6.62,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,CABG,2011,164,1,0.61,0.79,0.95,0.01,5.30,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,288,4,1.39,1.18,1.46,0.39,3.73,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,CABG,2011,80,2,2.50,0.88,3.53,0.40,12.75,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,CABG,2011,180,1,0.56,1.24,0.56,0.01,3.10,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,81,0,0.00,0.81,0.00,0.00,6.92,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011,119,0,0.00,0.93,0.00,0.00,4.12,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,CABG,2011,272,1,0.37,1.36,0.33,0.00,1.86,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,CABG,2011,133,2,1.50,1.30,1.44,0.16,5.18,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,CABG,2011,272,2,0.74,1.78,0.51,0.06,1.85,Rate not different than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,361,3,0.83,1.21,0.85,0.17,2.48,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,CABG,2011,63,1,1.59,1.12,1.76,0.02,9.78,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,CABG,2011,211,2,0.95,1.19,0.99,0.11,3.57,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,CABG,2011,178,2,1.12,1.26,1.10,0.12,3.98,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,CABG,2011,207,0,0.00,1.08,0.00,0.00,2.04,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,CABG,2011,304,6,1.97,0.89,2.74,1.00,5.97,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,364,3,0.82,1.13,0.90,0.18,2.63,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,CABG,2011,98,1,1.02,0.84,1.51,0.02,8.39,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,CABG,2011,91,1,1.10,1.19,1.15,0.02,6.39,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,CABG,2011,368,7,1.90,1.21,1.96,0.78,4.03,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,CABG,2011,183,2,1.09,0.97,1.39,0.16,5.03,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,CABG,2011,8627,107,1.24,1.24,1.24,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,CABG,2011,132,4,3.03,0.82,4.58,1.23,11.72,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2011,316,6,1.90,1.42,1.65,0.60,3.60,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,112,2,1.79,1.63,1.36,0.15,4.92,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,CABG,2011,303,2,0.66,1.03,0.79,0.09,2.86,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,CABG,2011,209,2,0.96,1.25,0.95,0.11,3.43,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,723,8,1.11,1.27,1.08,0.47,2.13,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,CABG,2011,395,8,2.03,1.63,1.54,0.66,3.04,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,CABG,2011,102,2,1.96,1.76,1.38,0.16,5.00,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,CABG,2011,284,3,1.06,1.07,1.23,0.25,3.58,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,CABG,2011,249,6,2.41,1.22,2.45,0.89,5.33,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,CABG,2011,163,3,1.84,1.56,1.47,0.29,4.28,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,CABG,2011,65,2,3.08,1.80,2.12,0.24,7.66,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,237,5,2.11,1.35,1.94,0.63,4.53,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,CABG,2011,158,3,1.90,1.19,1.99,0.40,5.80,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011,206,4,1.94,1.28,1.88,0.51,4.82,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,CABG,2011,256,1,0.39,1.58,0.31,0.00,1.70,Rate not different than Statewide Rate
511,Winthrop Univ. Hosp,NY Metro - Long Island,NY Metro - Long Island,CABG,2011,285,4,1.40,0.99,1.76,0.47,4.50,Rate not different than Statewide Rate
1,Albany Medical Center,Capital District,Capital District,Non-Emergency PCI,2011,919,8,0.87,0.58,0.99,0.42,1.94,Rate not different than Statewide Rate
116,Arnot Ogden Med Ctr,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,388,0,0.00,0.60,0.00,0.00,1.04,Rate not different than Statewide Rate
1438,Bellevue Hospital Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,365,5,1.37,0.87,1.03,0.33,2.40,Rate not different than Statewide Rate
1439,Beth Israel Med Ctr,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1423,9,0.63,0.54,0.76,0.35,1.45,Rate not different than Statewide Rate
1178,Bronx-Lebanon-Cncourse,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,5,0,0.00,0.34,0.00,0.00,140.57,Rate not different than Statewide Rate
1286,Brookdale Hosp Med Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2011,156,2,1.28,1.14,0.74,0.08,2.66,Rate not different than Statewide Rate
207,Buffalo General Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,1069,10,0.94,0.66,0.92,0.44,1.70,Rate not different than Statewide Rate
977,Cayuga Med Ctr Ithaca,Central NY,Central NY,Non-Emergency PCI,2011,101,0,0.00,0.56,0.00,0.00,4.27,Rate not different than Statewide Rate
135,Champ.Valley Phys Hosp,Capital District,Capital District,Non-Emergency PCI,2011,625,2,0.32,0.53,0.39,0.04,1.42,Rate not different than Statewide Rate
636,Crouse Hospital,Central NY,Central NY,Non-Emergency PCI,2011,295,2,0.68,0.40,1.10,0.12,3.96,Rate not different than Statewide Rate
829,Ellis Hospital,Capital District,Capital District,Non-Emergency PCI,2011,340,2,0.59,0.63,0.61,0.07,2.21,Rate not different than Statewide Rate
1626,Elmhurst Hospital Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2011,308,1,0.32,0.50,0.43,0.01,2.37,Rate not different than Statewide Rate
210,Erie County Med Ctr,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,74,0,0.00,0.65,0.00,0.00,5.00,Rate not different than Statewide Rate
599,Faxton - St. Lukes,Central NY,Central NY,Non-Emergency PCI,2011,231,3,1.30,0.38,2.25,0.45,6.56,Rate not different than Statewide Rate
1005,Glens Falls Hospital,Capital District,Capital District,Non-Emergency PCI,2011,167,0,0.00,0.37,0.00,0.00,3.92,Rate not different than Statewide Rate
779,Good Sam - Suffern,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,448,4,0.89,0.69,0.85,0.23,2.17,Rate not different than Statewide Rate
925,Good Sam - West Islip,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,587,3,0.51,0.40,0.84,0.17,2.46,Rate not different than Statewide Rate
913,Huntington Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,188,2,1.06,0.50,1.39,0.16,5.02,Rate not different than Statewide Rate
1629,Jamaica Hosp Med Ctr,Queens,NY Metro - NYC,Non-Emergency PCI,2011,66,2,3.03,0.41,4.81,0.54,17.38,Rate not different than Statewide Rate
1450,Lenox Hill Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1704,6,0.35,0.49,0.47,0.17,1.01,Rate not different than Statewide Rate
1630,Long Island Jewish MC,Queens,NY Metro - NYC,Non-Emergency PCI,2011,1635,10,0.61,0.60,0.67,0.32,1.23,Rate not different than Statewide Rate
1304,Lutheran Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2011,260,2,0.77,0.67,0.75,0.08,2.70,Rate not different than Statewide Rate
1305,Maimonides Medical Ctr,Kings,NY Metro - NYC,Non-Emergency PCI,2011,895,3,0.34,1.04,0.21,0.04,0.62,Rate significantly lower than Statewide Rate
213,Mercy Hospital,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,512,5,0.98,0.65,0.99,0.32,2.30,Rate not different than Statewide Rate
746,M I Bassett Hospital,Capital District,Capital District,Non-Emergency PCI,2011,237,0,0.00,0.51,0.00,0.00,1.99,Rate not different than Statewide Rate
215,Millard Fillmore Hosp,Western NY - Buffalo,Western NY - Buffalo,Non-Emergency PCI,2011,520,2,0.38,0.61,0.41,0.05,1.49,Rate not different than Statewide Rate
1169,Montefiore - Moses,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,503,1,0.20,0.55,0.23,0.00,1.31,Rate not different than Statewide Rate
3058,Montefiore - Weiler,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,404,6,1.49,0.75,1.30,0.47,2.82,Rate not different than Statewide Rate
1456,Mount Sinai Hospital,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,4581,24,0.52,0.63,0.55,0.35,0.81,Rate not different than Statewide Rate
541,North Shore Univ Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1276,8,0.63,0.76,0.54,0.23,1.07,Rate not different than Statewide Rate
1637,NY Hospital - Queens,Queens,NY Metro - NYC,Non-Emergency PCI,2011,552,4,0.72,0.61,0.78,0.21,2.00,Rate not different than Statewide Rate
1306,NY Methodist Hospital,Kings,NY Metro - NYC,Non-Emergency PCI,2011,1426,8,0.56,0.54,0.68,0.29,1.33,Rate not different than Statewide Rate
1464,NYP- Columbia Presby.,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,2865,12,0.42,0.66,0.41,0.21,0.72,Rate not different than Statewide Rate
1458,NYP- Weill Cornell,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1214,15,1.24,0.99,0.82,0.46,1.34,Rate not different than Statewide Rate
0,NYS - All Hospitals,New York State,New York State,Non-Emergency PCI,2011,42654,279,0.65,0.65,0.65,,,Statewide Rate
1463,NYU Hospitals Center,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,1064,4,0.38,0.52,0.47,0.13,1.21,Rate not different than Statewide Rate
699,Orange Regional Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,447,2,0.45,0.63,0.46,0.05,1.66,Rate not different than Statewide Rate
411,Rochester General Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,1307,9,0.69,0.71,0.63,0.29,1.20,Rate not different than Statewide Rate
527,South Nassau Com. Hosp,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,443,1,0.23,0.62,0.24,0.00,1.32,Rate not different than Statewide Rate
924,Southside Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,482,2,0.41,0.50,0.54,0.06,1.96,Rate not different than Statewide Rate
1740,Staten Island Univ Hosp,Staten Island,NY Metro - NYC,Non-Emergency PCI,2011,834,5,0.60,0.60,0.66,0.21,1.53,Rate not different than Statewide Rate
1176,St. Barnabas Hospital,Bronx,NY Metro - NYC,Non-Emergency PCI,2011,38,1,2.63,0.58,2.96,0.04,16.45,Rate not different than Statewide Rate
943,St. Catherine of Siena,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,199,1,0.50,0.53,0.62,0.01,3.47,Rate not different than Statewide Rate
598,St. Elizabeth Med Ctr,Central NY,Central NY,Non-Emergency PCI,2011,752,4,0.53,0.60,0.58,0.16,1.49,Rate not different than Statewide Rate
563,St. Francis Hospital,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,2457,21,0.85,0.81,0.69,0.43,1.05,Rate not different than Statewide Rate
630,St. Josephs Hospital,Central NY,Central NY,Non-Emergency PCI,2011,1843,13,0.71,0.65,0.71,0.38,1.21,Rate not different than Statewide Rate
1469,St. Lukes at St. Lukes,Manhattan,NY Metro - NYC,Non-Emergency PCI,2011,434,4,0.92,0.70,0.86,0.23,2.20,Rate not different than Statewide Rate
694,St. Lukes Crnwll-Newbrg,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,260,4,1.54,0.72,1.39,0.38,3.57,Rate not different than Statewide Rate
5,St. Peters Hospital,Capital District,Capital District,Non-Emergency PCI,2011,571,5,0.88,0.62,0.92,0.30,2.15,Rate not different than Statewide Rate
413,Strong Memorial Hosp,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,625,5,0.80,0.61,0.85,0.27,1.99,Rate not different than Statewide Rate
58,UHS - Wilson Med Ctr,Central NY,Central NY,Non-Emergency PCI,2011,560,5,0.89,0.67,0.87,0.28,2.04,Rate not different than Statewide Rate
471,Unity Hospital,Western NY - Rochester,Western NY - Rochester,Non-Emergency PCI,2011,176,1,0.57,0.63,0.59,0.01,3.26,Rate not different than Statewide Rate
1302,Univ. Brooklyn @ LICH,Kings,NY Metro - NYC,Non-Emergency PCI,2011,146,1,0.68,0.65,0.69,0.01,3.84,Rate not different than Statewide Rate
1320,Univ. Hosp-Brooklyn,Kings,NY Metro - NYC,Non-Emergency PCI,2011,347,2,0.58,0.55,0.69,0.08,2.48,Rate not different than Statewide Rate
245,Univ. Hosp-Stony Brook,NY Metro - Long Island,NY Metro - Long Island,Non-Emergency PCI,2011,1122,10,0.89,0.83,0.70,0.33,1.29,Rate not different than Statewide Rate
635,Univ. Hosp-Upstate,Central NY,Central NY,Non-Emergency PCI,2011,165,2,1.21,0.84,0.95,0.11,3.41,Rate not different than Statewide Rate
181,Vassar Bros. Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,495,2,0.40,0.55,0.48,0.05,1.74,Rate not different than Statewide Rate
1139,Westchester Med Ctr,NY Metro - New Rochelle,NY Metro - New Rochelle,Non-Emergency PCI,2011,557,7,1.26,0.81,1.02,0.41,2.09,Rate not different than Statewide Rate
